rooms,size,reconstructed,garage,balcony,new,location,price
1.0,35.0,1,0,1,0,Prievidza,49990.0
4.0,84.0,1,0,1,0,Prievidza,82000.0
2.0,48.0,1,0,1,0,Prievidza,49990.0
3.0,66.0,0,0,1,0,Prievidza,63000.0
1.0,37.0,0,0,0,0,Bratislava,143000.0
2.0,56.0,0,1,1,1,Trnava,186000.0
1.0,23.0,1,0,0,1,Trnava,118000.0
1.0,37.0,0,0,1,1,Nové Mesto n.Váhom,80300.0
2.0,50.0,0,0,1,1,Nové Mesto n.Váhom,105000.0
3.0,75.0,0,0,1,1,Nové Mesto n.Váhom,134640.0
1.0,35.0,0,0,0,1,Nové Mesto n.Váhom,78800.0
3.0,77.0,1,0,1,0,Komárno,98800.0
4.0,82.0,1,0,1,1,Piešťany,152000.0
3.0,72.0,1,0,1,1,Nové Mesto n.Váhom,149999.0
4.0,54.0,1,1,1,1,Košice,205000.0
3.0,80.0,1,0,1,1,Galanta,155000.0
4.0,110.0,0,0,1,0,Poprad,160000.0
3.0,83.0,1,1,1,1,Košice,318990.0
2.0,62.0,1,0,1,0,Nitra,166000.0
1.0,40.0,1,0,0,0,Považská Bystrica,89000.0
2.0,42.0,0,0,1,0,Tvrdošín,125500.0
2.0,55.0,0,0,1,0,Poprad,220000.0
1.0,40.0,1,0,0,0,Komárno,73000.0
3.0,78.0,1,0,1,0,Topoľčany,143000.0
2.0,70.0,0,0,0,1,Bratislava,260000.0
2.0,54.0,0,1,1,1,Bratislava,260000.0
5.0,75.0,1,0,1,1,Košice,149990.0
3.0,57.0,1,0,1,0,Piešťany,157500.0
3.0,64.0,1,0,1,0,Trnava,157500.0
2.0,12.0,0,0,1,0,Bánovce nad Bebravou,84500.0
3.0,65.0,1,0,0,1,Košice,225000.0
2.0,54.0,1,0,1,0,Nitra,158000.0
2.0,64.0,0,0,1,0,Bratislava,229990.0
3.0,39.0,0,0,1,1,Bratislava,240000.0
3.0,64.0,1,0,0,0,Bratislava,259000.0
3.0,68.0,0,0,1,0,Trebišov,85000.0
5.0,81.0,1,0,0,0,Košice,169000.0
4.0,70.0,0,0,1,0,Bratislava,330000.0
2.0,57.0,0,0,1,0,Ilava,112000.0
4.0,40.0,1,0,0,0,Liptovský Mikuláš,163000.0
2.0,70.0,1,0,1,0,Nové Zámky,88900.0
3.0,86.0,0,0,0,0,Banská Bystrica,325000.0
5.0,65.0,1,0,1,0,Prievidza,88000.0
4.0,95.0,1,0,1,1,Žilina,225000.0
3.0,20.0,1,0,0,0,Galanta,126500.0
5.0,41.0,1,0,0,0,Prešov,119900.0
3.0,100.0,0,1,1,0,Bratislava,880000.0
3.0,63.0,1,0,1,0,Košice,279000.0
1.0,13.0,0,0,1,1,Trnava,152000.0
3.0,64.0,0,0,1,0,Banská Bystrica,169500.0
3.0,120.0,1,0,1,1,Humenné,113900.0
3.0,84.0,1,0,1,0,Levice,123000.0
2.0,55.0,0,0,0,1,Trebišov,49900.0
2.0,58.0,1,0,1,1,Košice,169000.0
3.0,63.0,0,0,1,0,Košice,178500.0
4.0,72.0,1,0,1,1,Dunajská Streda,139000.0
2.0,69.0,1,0,1,1,Nové Zámky,99900.0
3.0,50.0,1,0,1,1,Nové Mesto n.Váhom,134800.0
3.0,150.0,1,0,0,1,Šaľa,113000.0
4.0,88.0,0,1,1,1,Kysucké Nové Mesto,188000.0
3.0,68.0,1,0,1,1,Košice,212000.0
3.0,75.0,1,0,0,1,Trenčín,170000.0
1.0,65.0,0,1,1,0,Dunajská Streda,124900.0
3.0,110.0,0,1,1,1,Košice,284000.0
4.0,106.0,1,0,0,0,Trenčín,280000.0
2.0,48.0,0,1,1,1,Poprad,299900.0
1.0,60.0,0,1,1,1,Poprad,279000.0
3.0,17.0,1,1,1,1,Poprad,337800.0
2.0,65.0,1,1,1,1,Levice,103000.0
2.0,48.0,1,0,1,0,Bratislava,168900.0
3.0,72.0,1,0,0,0,Komárno,125000.0
3.0,75.0,1,0,1,0,Rožňava,62000.0
3.0,120.0,1,0,1,0,Komárno,110000.0
3.0,72.0,1,0,0,0,Komárno,139999.0
3.0,98.0,1,1,0,1,Poprad,249900.0
1.0,34.0,1,0,1,1,Poprad,208500.0
3.0,112.0,1,0,0,1,Poprad,379500.0
3.0,56.0,0,0,1,1,Michalovce,105000.0
2.0,56.0,0,1,1,1,Dunajská Streda,129000.0
3.0,89.0,1,0,1,1,Nitra,120000.0
4.0,57.0,1,0,1,1,Bratislava,229500.0
1.0,48.0,1,0,0,1,Prešov,142000.0
2.0,64.0,1,0,1,1,Lučenec,47000.0
3.0,77.0,1,0,1,0,Partizánske,109900.0
3.0,64.0,1,0,1,0,Skalica,138000.0
3.0,73.0,1,0,1,0,Bratislava,250000.0
3.0,62.0,1,0,1,1,Nitra,155000.0
4.0,76.0,1,0,1,0,Prešov,162000.0
3.0,70.0,0,0,0,0,Košice,282990.0
5.0,150.0,1,0,0,1,Košice,156999.0
3.0,97.0,1,0,1,0,Ružomberok,149000.0
3.0,74.0,1,0,1,0,Bratislava,229000.0
3.0,68.0,1,0,1,0,Dolný Kubín,183990.0
3.0,37.0,0,0,1,0,Bratislava,248000.0
5.0,63.0,1,0,0,1,Štúrovo,77000.0
3.0,70.0,1,0,1,0,Prešov,182990.0
2.0,53.0,1,0,1,0,Prešov,134900.0
1.0,33.0,1,0,1,1,Bytča,114400.0
2.0,56.0,1,0,1,1,Martin,113000.0
1.0,33.0,0,0,1,1,Bytča,109000.0
3.0,83.0,1,1,0,0,Bratislava,320000.0
4.0,82.0,0,0,1,0,Banská Štiavnica,115000.0
3.0,77.0,1,1,1,1,Bánovce nad Bebravou,119000.0
2.0,52.0,1,0,1,0,Bánovce nad Bebravou,90000.0
2.0,45.0,1,0,0,0,Komárno,99000.0
2.0,42.0,1,0,1,0,Banská Bystrica,189000.0
3.0,71.0,1,0,1,1,Považská Bystrica,209900.0
3.0,100.0,1,0,1,0,Žiar nad Hronom,135000.0
3.0,76.0,1,0,0,1,Vranov nad Topľou,109000.0
3.0,64.0,1,0,1,0,Ilava,144990.0
1.0,120.0,0,0,0,0,Brezno,67000.0
3.0,80.0,0,1,0,1,Malacky,204990.0
2.0,55.0,1,0,1,1,Medzilaborce,49990.0
4.0,82.0,1,0,1,0,Banská Štiavnica,123000.0
1.0,35.0,0,0,0,0,Prievidza,56000.0
3.0,73.0,1,0,1,1,Skalica,119900.0
2.0,43.0,1,0,1,1,Bratislava,235000.0
2.0,64.0,0,0,0,1,Nové Zámky,130000.0
3.0,65.0,1,0,0,0,Kysucké Nové Mesto,166000.0
3.0,68.0,0,0,1,1,Prievidza,64999.0
3.0,85.0,1,0,1,0,Martin,155990.0
2.0,58.0,1,0,1,0,Dunajská Streda,105000.0
2.0,44.0,1,0,0,0,Dunajská Streda,88000.0
3.0,82.0,1,0,0,1,Dunajská Streda,162900.0
3.0,64.0,1,0,1,1,Martin,132990.0
2.0,53.0,0,0,1,1,Bánovce nad Bebravou,149000.0
3.0,75.0,0,0,0,0,Dunajská Streda,160000.0
3.0,82.0,0,0,1,0,Dunajská Streda,133990.0
3.0,80.0,1,0,1,1,Prievidza,86000.0
4.0,88.0,1,0,1,0,Skalica,145000.0
2.0,57.0,1,0,1,0,Šaľa,104900.0
1.0,41.0,1,0,1,0,Bánovce nad Bebravou,66000.0
2.0,53.0,1,0,1,0,Trenčín,139900.0
3.0,63.0,1,0,1,0,Lučenec,118000.0
3.0,81.0,1,0,1,0,Ilava,120000.0
3.0,11.0,0,0,0,1,Bratislava,152990.0
2.0,56.0,0,1,1,1,Bratislava,239000.0
2.0,56.0,1,0,1,0,Trenčín,118000.0
3.0,77.0,1,0,1,0,Lučenec,70000.0
3.0,97.0,1,0,1,1,Galanta,136500.0
3.0,14.0,1,0,1,1,Partizánske,119500.0
3.0,38.0,0,0,0,1,Nitra,220000.0
3.0,65.0,1,1,0,1,Bratislava,285000.0
3.0,65.0,0,0,0,1,Spišská Nová Ves,107000.0
3.0,92.0,1,0,0,1,Michalovce,125900.0
3.0,60.0,0,0,1,0,Humenné,280000.0
2.0,66.0,0,0,1,0,Levice,58000.0
3.0,78.0,1,0,1,1,Topoľčany,139000.0
3.0,77.0,1,1,1,0,Prievidza,94000.0
3.0,80.0,1,1,1,1,Komárno,79990.0
3.0,87.0,0,1,1,1,Bratislava,380000.0
3.0,66.0,1,0,1,0,Levoča,105000.0
3.0,73.0,1,0,1,0,Spišská Nová Ves,125000.0
4.0,84.0,1,0,1,0,Zvolen,166598.0
3.0,63.0,1,0,1,0,Nitra,115000.0
3.0,74.0,1,0,1,0,Nitra,139000.0
4.0,94.0,1,0,1,0,Nitra,145000.0
2.0,65.0,1,0,0,1,Brezno,232000.0
2.0,60.0,0,0,0,1,Nové Zámky,196500.0
3.0,61.0,1,0,1,0,Poprad,132900.0
3.0,81.0,1,0,0,0,Topoľčany,156890.0
4.0,50.0,1,0,1,1,Prešov,216000.0
1.0,70.0,0,0,1,0,Ružomberok,93000.0
3.0,70.0,1,0,0,1,Banská Bystrica,174900.0
3.0,67.0,1,0,1,1,Trenčín,157000.0
3.0,64.0,1,0,0,0,Senica,116000.0
3.0,100.0,0,0,1,0,Senec,220000.0
4.0,91.0,0,0,1,0,Žilina,206000.0
3.0,70.0,1,0,0,1,Banská Bystrica,175000.0
4.0,82.0,1,0,1,0,Košice,219900.0
4.0,33.0,1,0,1,1,Kežmarok,199000.0
2.0,62.0,1,0,1,0,Bratislava,235000.0
3.0,90.0,1,0,1,0,Revúca,59000.0
2.0,54.0,1,0,0,0,Prievidza,77000.0
1.0,40.0,1,0,0,0,Bytča,79000.0
1.0,43.0,1,0,1,1,Žilina,145000.0
3.0,97.0,1,1,1,1,Bratislava,389500.0
3.0,58.0,1,0,0,0,Považská Bystrica,120000.0
2.0,96.0,0,0,1,0,Michalovce,124450.0
3.0,66.0,1,1,0,0,Nové Zámky,250000.0
5.0,65.0,1,0,1,0,Žarnovica,99000.0
1.0,35.0,1,0,0,0,Nitra,105999.0
4.0,80.0,1,0,0,0,Ilava,169000.0
3.0,80.0,1,0,1,0,Košice,170000.0
3.0,74.0,0,0,1,0,Levoča,94990.0
3.0,68.0,0,0,1,0,Bratislava,238900.0
1.0,28.0,1,0,0,0,Bratislava,144990.0
3.0,73.0,0,0,0,1,Zvolen,135000.0
1.0,35.0,1,0,0,0,Prešov,125000.0
2.0,54.0,1,0,0,0,Prešov,154000.0
3.0,120.0,1,0,1,1,Rožňava,99990.0
2.0,55.0,0,0,1,0,Košice,179000.0
3.0,24.0,1,1,0,1,Bratislava,290000.0
3.0,60.0,0,0,0,0,Námestovo,150000.0
2.0,80.0,1,0,1,1,Prievidza,57950.0
3.0,77.0,0,0,1,1,Michalovce,135000.0
2.0,81.0,0,0,0,0,Štúrovo,40900.0
2.0,48.0,1,0,1,1,Prešov,147000.0
3.0,86.0,1,1,1,0,Nitra,235000.0
3.0,89.0,0,0,1,1,Bratislava,919880.0
3.0,67.0,1,1,1,0,Medzilaborce,69990.0
3.0,79.0,1,0,1,1,Michalovce,169000.0
2.0,55.0,1,0,1,0,Bratislava,280000.0
3.0,44.0,1,0,1,1,Spišská Nová Ves,146000.0
2.0,100.0,1,0,1,1,Martin,133690.0
3.0,42.0,0,0,0,1,Košice,340300.0
3.0,73.0,0,1,1,1,Bánovce nad Bebravou,154767.0
3.0,69.0,1,0,0,0,Bratislava,345000.0
2.0,55.0,1,0,1,1,Košice,184900.0
3.0,34.0,1,0,0,0,Bratislava,245000.0
3.0,65.0,0,0,0,1,Senec,225000.0
3.0,12.0,1,0,0,1,Galanta,115000.0
3.0,64.0,1,1,1,0,Dunajská Streda,168000.0
3.0,70.0,1,0,1,0,Dunajská Streda,135000.0
2.0,180.0,0,0,0,1,Piešťany,179580.0
1.0,24.0,0,0,1,0,Poprad,84000.0
2.0,62.0,1,0,1,0,Žilina,198000.0
4.0,86.0,1,1,1,0,Veľký Krtíš,85000.0
3.0,52.0,1,0,0,0,Banská Bystrica,143000.0
3.0,77.0,1,0,1,0,Levice,105000.0
1.0,21.0,1,0,0,0,Banská Bystrica,115500.0
3.0,110.0,1,1,1,0,Piešťany,356000.0
3.0,66.0,1,0,1,1,Žilina,230000.0
3.0,28.0,1,0,1,0,Revúca,75000.0
4.0,125.0,0,1,0,0,Bratislava,511999.0
2.0,63.0,0,0,0,0,Brezno,49900.0
3.0,74.0,1,0,0,0,Detva,128000.0
2.0,64.0,1,0,1,0,Detva,89990.0
3.0,15.0,1,1,1,1,Liptovský Mikuláš,350000.0
4.0,80.0,0,1,1,1,Detva,118000.0
3.0,20.0,1,0,1,0,Nitra,164900.0
4.0,13.0,1,0,1,0,Nitra,154900.0
4.0,84.0,1,1,1,0,Bratislava,195500.0
3.0,75.0,0,1,0,0,Kežmarok,229000.0
5.0,25.0,1,0,0,0,Svidník,82000.0
3.0,64.0,1,0,0,0,Dunajská Streda,128900.0
2.0,49.0,1,0,1,0,Trnava,159900.0
3.0,90.0,1,0,1,0,Trnava,190000.0
4.0,36.0,0,0,1,0,Bratislava,229000.0
4.0,100.0,1,0,0,0,Trnava,199900.0
3.0,71.0,1,0,1,1,Bratislava,229000.0
3.0,70.0,0,0,1,0,Trnava,169000.0
1.0,45.0,1,1,1,0,Piešťany,119000.0
3.0,72.0,1,0,1,0,Martin,153000.0
1.0,40.0,0,0,0,0,Prievidza,60000.0
2.0,58.0,0,0,1,0,Bratislava,322500.0
3.0,74.0,0,0,0,1,Skalica,111000.0
2.0,37.0,0,0,0,1,Kežmarok,99900.0
2.0,59.0,0,0,0,1,Malacky,185000.0
3.0,68.0,1,0,1,1,Púchov,136900.0
3.0,44.0,0,1,1,0,Banská Bystrica,233200.0
1.0,24.0,1,0,0,1,Košice,135000.0
3.0,44.0,0,1,1,0,Banská Bystrica,233700.0
5.0,112.0,1,1,1,0,Bratislava,374990.0
4.0,84.0,1,0,1,0,Púchov,170000.0
3.0,107.0,0,0,0,0,Prievidza,164900.0
3.0,49.0,1,0,0,0,Snina,46000.0
3.0,70.0,0,0,0,0,Humenné,95000.0
2.0,55.0,1,0,0,1,Nové Zámky,83000.0
3.0,95.0,1,0,1,0,Malacky,149000.0
4.0,57.0,0,0,0,1,Šaľa,169000.0
4.0,111.0,0,0,0,1,Šaľa,220000.0
4.0,71.0,0,1,1,0,Nitra,185000.0
3.0,67.0,0,0,1,0,Poprad,139900.0
3.0,54.0,1,0,1,1,Bratislava,259000.0
4.0,70.0,1,0,1,1,Bratislava,245000.0
3.0,54.0,1,0,1,1,Bratislava,259000.0
3.0,37.0,1,0,1,0,Trnava,179900.0
2.0,53.0,1,0,1,0,Žilina,174900.0
5.0,89.0,1,0,1,0,Zvolen,169900.0
2.0,55.0,1,0,1,0,Nitra,153900.0
2.0,52.0,1,0,0,1,Nové Zámky,98900.0
1.0,48.0,1,0,1,0,Snina,43000.0
4.0,57.0,0,0,0,1,Bratislava,150000.0
1.0,29.0,1,0,0,0,Považská Bystrica,83500.0
3.0,68.0,1,0,1,1,Prievidza,150000.0
2.0,62.0,0,1,0,1,Bratislava,245000.0
2.0,67.0,0,0,1,1,Trenčín,119900.0
3.0,60.0,1,0,1,1,Senec,345000.0
2.0,63.0,0,0,0,1,Galanta,157320.0
3.0,74.0,0,0,1,1,Michalovce,146500.0
4.0,138.0,1,0,1,0,Senec,319000.0
3.0,55.0,1,0,0,0,Košice,174000.0
3.0,37.0,1,0,1,0,Dunajská Streda,165900.0
2.0,58.0,0,0,1,0,Prievidza,53500.0
3.0,65.0,0,0,1,0,Levice,78000.0
3.0,69.0,0,0,1,0,Kežmarok,168900.0
2.0,53.0,1,0,0,0,Prievidza,66000.0
2.0,35.0,1,0,0,0,Detva,102900.0
2.0,57.0,0,0,1,0,Prievidza,83000.0
3.0,50.0,1,0,0,0,Piešťany,143900.0
3.0,32.0,0,1,1,0,Banská Bystrica,314000.0
2.0,64.0,0,0,1,1,Banská Bystrica,169000.0
4.0,90.0,1,0,0,1,Bratislava,590000.0
3.0,85.0,1,0,1,1,Bratislava,295000.0
2.0,48.0,1,0,0,1,Dolný Kubín,99900.0
2.0,52.0,1,0,1,1,Bratislava,190000.0
4.0,88.0,1,0,1,0,Myjava,86900.0
2.0,60.0,0,1,1,0,Trenčín,254832.0
3.0,60.0,0,0,1,1,Dunajská Streda,171990.0
3.0,108.0,1,1,1,0,Komárno,87000.0
3.0,93.0,1,0,1,0,Piešťany,295000.0
2.0,43.0,1,0,1,1,Bratislava,199900.0
3.0,78.0,1,0,1,1,Trenčín,198000.0
3.0,33.0,0,1,0,0,Trenčín,189000.0
3.0,74.0,0,1,1,0,Dolný Kubín,153000.0
3.0,77.0,0,1,0,0,Komárno,124500.0
2.0,95.0,0,1,1,1,Trenčín,237025.0
2.0,53.0,0,0,1,1,Košice,196500.0
3.0,69.0,1,0,0,0,Žilina,175900.0
3.0,72.0,1,0,1,0,Komárno,93000.0
3.0,75.0,1,1,1,1,Šaľa,140000.0
2.0,64.0,1,0,1,0,Banská Bystrica,163000.0
3.0,71.0,1,0,0,0,Lučenec,90000.0
4.0,36.0,1,0,1,1,Trnava,197900.0
3.0,72.0,1,0,1,0,Brezno,105000.0
2.0,57.0,0,0,0,0,Spišská Nová Ves,128000.0
2.0,53.0,1,0,0,0,Stropkov,64000.0
3.0,82.0,1,0,1,0,Bratislava,299900.0
5.0,14.0,1,0,1,0,Nitra,165000.0
2.0,62.0,1,0,0,1,Nové Zámky,103000.0
3.0,32.0,1,0,1,1,Levice,110000.0
3.0,69.0,1,0,1,0,Levice,95000.0
3.0,64.0,1,0,1,1,Nové Mesto n.Váhom,110000.0
3.0,65.0,0,0,1,0,Levice,93000.0
3.0,21.0,1,0,1,0,Levice,94000.0
2.0,49.0,1,0,1,0,Bratislava,225000.0
2.0,20.0,1,0,1,1,Levice,90000.0
2.0,70.0,1,0,1,0,Levice,96000.0
3.0,69.0,1,0,1,0,Nitra,159990.0
3.0,15.0,1,0,1,1,Levice,165000.0
3.0,70.0,0,0,0,1,Bardejov,199990.0
1.0,23.0,0,0,0,0,Košice,143900.0
3.0,12.0,1,0,1,0,Prievidza,99000.0
1.0,39.0,1,1,0,0,Detva,61500.0
2.0,57.0,1,0,0,1,Šaľa,130000.0
2.0,60.0,0,1,1,0,Trenčín,255033.0
2.0,70.0,1,0,1,1,Martin,125000.0
3.0,79.0,0,0,0,0,Piešťany,169000.0
3.0,79.0,1,0,0,1,Bratislava,224900.0
3.0,30.0,1,0,0,0,Lučenec,80000.0
2.0,56.0,1,0,1,0,Košice-okolie,129900.0
4.0,80.0,1,0,1,0,Michalovce,164500.0
2.0,86.0,0,0,1,0,Bratislava,290000.0
2.0,40.0,1,0,1,0,Bratislava,322500.0
4.0,73.0,1,0,0,0,Bratislava,455051.0
3.0,69.0,1,0,0,0,Bratislava,270000.0
3.0,82.0,0,1,0,0,Trnava,199000.0
3.0,63.0,1,0,1,0,Šaľa,125000.0
3.0,83.0,1,0,1,0,Senec,183000.0
2.0,90.0,1,0,1,1,Dunajská Streda,135000.0
3.0,85.0,1,0,1,0,Levice,119000.0
1.0,24.0,0,0,1,0,Poprad,84000.0
4.0,33.0,1,0,1,1,Kežmarok,199990.0
2.0,57.0,1,0,1,0,Košice,185000.0
3.0,93.0,0,1,1,1,Piešťany,167000.0
2.0,50.0,1,0,0,1,Trnava,170000.0
4.0,67.0,1,0,1,1,Košice,206000.0
4.0,92.0,0,0,1,0,Štúrovo,114000.0
1.0,39.0,1,0,1,1,Nové Zámky,89990.0
2.0,58.0,1,0,1,0,Komárno,84999.0
3.0,80.0,1,0,1,0,Komárno,137999.0
2.0,65.0,1,0,1,1,Nové Zámky,113000.0
3.0,73.0,1,1,1,1,Košice,328000.0
2.0,57.0,1,0,1,0,Trenčín,124000.0
3.0,59.0,1,1,0,0,Kežmarok,169000.0
3.0,75.0,0,0,0,0,Prievidza,115000.0
2.0,11.0,0,0,1,1,Liptovský Mikuláš,107000.0
3.0,118.0,1,1,0,1,Námestovo,229900.0
3.0,67.0,0,1,1,0,Dunajská Streda,147000.0
2.0,66.0,1,0,1,0,Topoľčany,120000.0
1.0,42.0,1,0,0,0,Skalica,79900.0
3.0,20.0,1,0,1,0,Lučenec,150000.0
4.0,140.0,0,0,0,1,Žilina,365000.0
4.0,140.0,1,0,0,1,Žilina,365000.0
4.0,105.0,0,1,1,1,Žilina,349000.0
1.0,90.0,0,0,0,0,Bratislava,169000.0
3.0,65.0,1,0,1,0,Levice,79000.0
5.0,62.0,1,0,1,0,Humenné,90000.0
3.0,72.0,0,1,1,1,Bratislava,510000.0
3.0,76.0,0,0,1,1,Piešťany,139000.0
2.0,74.0,1,1,1,1,Bratislava,340000.0
3.0,63.0,1,0,1,1,Piešťany,139999.0
2.0,38.0,0,0,1,1,Trenčín,179000.0
1.0,36.0,1,0,1,0,Ilava,105000.0
3.0,68.0,1,0,0,1,Košice,179987.0
3.0,71.0,1,0,0,1,Kežmarok,146841.0
3.0,79.0,1,0,0,1,Poprad,164900.0
1.0,41.0,0,0,1,1,Svidník,54000.0
4.0,80.0,1,0,1,0,Košice,237000.0
2.0,60.0,1,0,0,0,Krupina,110000.0
3.0,77.0,0,0,1,1,Senec,198000.0
3.0,48.0,0,0,1,1,Bratislava,449000.0
3.0,68.0,1,0,1,0,Rožňava,89000.0
4.0,79.0,1,0,1,1,Prešov,179000.0
3.0,74.0,1,0,1,1,Bánovce nad Bebravou,104990.0
3.0,88.0,1,1,1,1,Prešov,195000.0
3.0,70.0,1,0,1,1,Michalovce,110000.0
3.0,87.0,0,0,1,0,Galanta,143900.0
3.0,34.0,1,0,1,1,Zvolen,189000.0
5.0,61.0,0,0,1,0,Svidník,80000.0
3.0,85.0,1,0,0,1,Banská Bystrica,327200.0
3.0,59.0,0,0,0,1,Martin,165000.0
3.0,120.0,1,0,0,1,Nitra,289999.0
2.0,49.0,1,0,0,0,Nitra,132999.0
3.0,67.0,0,0,1,0,Komárno,92700.0
3.0,74.0,1,0,1,0,Rimavská Sobota,87690.0
2.0,61.0,1,0,1,0,Nitra,133000.0
1.0,32.0,0,0,1,1,Bratislava,58000.0
3.0,68.0,1,0,0,0,Košice-okolie,113900.0
2.0,58.0,0,0,0,0,Topoľčany,107000.0
3.0,68.0,1,0,0,0,Skalica,135000.0
3.0,67.0,0,0,1,0,Galanta,120000.0
1.0,34.0,1,0,0,0,Košice-okolie,62900.0
1.0,35.0,1,0,1,0,Humenné,69900.0
3.0,60.0,0,1,0,1,Košice,229164.0
5.0,48.0,0,0,1,0,Nitra,135000.0
4.0,58.0,0,0,1,1,Nitra,235924.0
2.0,92.0,0,1,1,1,Nitra,147387.0
2.0,55.0,0,1,1,1,Nitra,171933.0
3.0,94.0,0,1,1,1,Nitra,257866.0
2.0,62.0,0,1,1,1,Nitra,195063.0
2.0,65.0,0,1,0,1,Nitra,165512.0
2.0,67.0,1,0,1,0,Tvrdošín,112000.0
3.0,56.0,1,0,0,1,Prievidza,106000.0
1.0,14.0,1,0,0,1,Dolný Kubín,67490.0
3.0,92.0,1,0,0,1,Dolný Kubín,249900.0
3.0,79.0,0,0,0,1,Dolný Kubín,244900.0
3.0,20.0,0,1,0,0,Prievidza,360000.0
2.0,56.0,1,0,1,0,Žiar nad Hronom,179000.0
1.0,28.0,0,0,0,0,Komárno,58900.0
3.0,67.0,1,0,1,0,Michalovce,120000.0
2.0,61.0,1,0,1,0,Svidník,82000.0
2.0,52.0,1,0,0,0,Trebišov,79900.0
2.0,43.0,1,0,0,0,Bratislava,199900.0
2.0,60.0,1,0,1,1,Svidník,94000.0
2.0,63.0,0,0,0,1,Svidník,75900.0
2.0,14.0,1,0,0,1,Bratislava,219000.0
2.0,47.0,1,0,1,0,Levice,52000.0
3.0,66.0,0,0,1,0,Svidník,78900.0
2.0,51.0,1,0,1,1,Košice,164500.0
3.0,34.0,0,0,1,1,Nové Mesto n.Váhom,139900.0
2.0,56.0,0,0,1,1,Nitra,153000.0
2.0,58.0,1,0,1,0,Hlohovec,127000.0
1.0,36.0,1,0,1,0,Levice,82500.0
1.0,30.0,0,0,0,0,Zvolen,68000.0
4.0,150.0,0,0,1,1,Poprad,109999.0
2.0,56.0,1,0,1,0,Malacky,140000.0
1.0,36.0,1,0,0,0,Nové Zámky,71000.0
2.0,57.0,0,0,0,1,Poprad,299628.0
3.0,60.0,1,0,1,0,Košice,159000.0
2.0,57.0,1,0,1,1,Bánovce nad Bebravou,78000.0
3.0,70.0,0,0,0,0,Bratislava,234990.0
4.0,88.0,1,0,0,0,Trebišov,118000.0
2.0,50.0,0,0,1,0,Ilava,107000.0
3.0,66.0,1,0,1,0,Martin,159900.0
2.0,54.0,1,0,0,0,Prešov,153000.0
3.0,79.0,1,0,1,0,Vranov nad Topľou,135000.0
3.0,79.0,0,0,1,1,Vranov nad Topľou,139000.0
3.0,74.0,1,0,0,0,Michalovce,128000.0
3.0,70.0,0,0,0,1,Košice,339000.0
3.0,82.0,1,0,1,0,Prievidza,133000.0
3.0,70.0,1,0,1,0,Turčianske Teplice,127000.0
4.0,78.0,0,0,1,1,Medzilaborce,45990.0
3.0,69.0,1,0,1,0,Michalovce,133999.0
3.0,61.0,0,0,0,0,Púchov,97000.0
5.0,60.0,1,0,1,0,Nové Zámky,125000.0
3.0,73.0,1,0,1,1,Michalovce,105000.0
4.0,85.0,1,0,1,0,Banská Bystrica,259900.0
2.0,51.0,1,0,1,1,Poprad,125000.0
2.0,65.0,0,1,1,0,Zvolen,70000.0
3.0,70.0,1,0,0,0,Ilava,360000.0
2.0,74.0,1,0,1,0,Nové Mesto n.Váhom,90000.0
1.0,33.0,0,0,0,1,Gelnica,69884.0
4.0,131.0,1,0,1,0,Považská Bystrica,195000.0
3.0,90.0,1,1,1,1,Galanta,179900.0
1.0,88.0,0,0,0,1,Senec,109000.0
3.0,70.0,1,0,0,1,Banská Bystrica,178000.0
2.0,69.0,0,0,1,1,Púchov,86100.0
3.0,80.0,1,0,0,0,Vranov nad Topľou,114900.0
3.0,68.0,1,0,1,0,Vranov nad Topľou,134900.0
1.0,80.0,0,0,0,0,Senec,150000.0
4.0,94.0,1,0,1,0,Trebišov,159900.0
3.0,60.0,1,0,0,1,Michalovce,124900.0
1.0,36.0,0,0,1,0,Trebišov,58200.0
2.0,56.0,1,1,0,1,Michalovce,74900.0
3.0,92.0,0,0,0,1,Dolný Kubín,249900.0
3.0,81.0,1,0,1,0,Trebišov,43900.0
3.0,73.0,0,0,1,0,Snina,79990.0
3.0,79.0,0,0,1,0,Zvolen,179000.0
1.0,55.0,0,0,0,0,Bratislava,170000.0
2.0,52.0,1,0,0,1,Nové Zámky,99000.0
3.0,65.0,0,1,1,1,Stará Ľubovňa,185252.0
3.0,39.0,0,1,1,1,Stará Ľubovňa,197672.0
1.0,36.0,0,0,1,0,Bratislava,165000.0
3.0,52.0,1,0,1,0,Bratislava,230000.0
3.0,72.0,1,0,0,0,Brezno,105000.0
2.0,62.0,0,1,1,0,Bratislava,275000.0
2.0,55.0,0,0,0,1,Senec,180000.0
3.0,65.0,1,0,1,0,Humenné,120000.0
2.0,20.0,0,0,1,1,Senec,164000.0
4.0,66.0,1,0,1,0,Tvrdošín,145000.0
3.0,82.0,0,0,0,0,Žilina,169900.0
3.0,85.0,1,1,1,1,Nitra,289100.0
2.0,54.0,0,1,1,1,Nitra,152500.0
3.0,70.0,1,0,1,1,Trenčín,162990.0
3.0,59.0,1,0,1,0,Humenné,89000.0
4.0,103.0,0,1,1,0,Nitra,227000.0
3.0,81.0,0,0,1,0,Humenné,93000.0
4.0,81.0,1,0,1,1,Dunajská Streda,124990.0
2.0,50.0,1,0,1,1,Rožňava,30500.0
3.0,87.0,1,0,0,1,Zvolen,163000.0
